,timestamp,semanal_Gains Network,semanal_Rollbit Coin,semanal_USDD,semanal_Bitget Token,semanal_Kaspa,semanal_SingularityNET,semanal_Aragon,semanal_Bitcoin Avalanche Bridged (BTC.b),semanal_Rocket Pool,semanal_Render,semanal_Optimism,semanal_tomiNet
20,2022-06-26,4.117397354502073e-05,0.49833864745075557,,2233199.1171961543,,0.16841559640152282,0.010530910440725441,,2987.325192966229,30377.251250578887,,
21,2022-07-03,6.237321300185652e-05,0.06850814505794363,,4987431.230652319,,0.10533776652902999,0.005598881930226075,,5038.322565986375,47298.82015413662,,
22,2022-07-10,4.293708695238992e-05,0.0777904145103308,,8282824.966319591,,0.1331712184742718,0.00843802441030227,,8744.267629006554,46114.275305538635,,
23,2022-07-17,4.834520772644145e-05,0.15694260319003914,,7987961.079665681,,0.06581390428759645,0.007192560848867204,,10705.929791133032,35382.80892284025,,
24,2022-07-24,0.0004921000360026124,0.5511736431908245,,9892618.200609608,,0.06495671095185326,0.012534977249864042,,147117.47990589155,80451.04004865848,,
25,2022-07-31,0.0009282985618777234,0.4619352589935383,1.0007339808804303,10747154.362220144,,0.0940658200596378,0.012456301672749274,,310037.36255274026,100783.01988857253,,
26,2022-08-07,0.005939506978173171,1.0072145477351644,1.0118048019975567,11743478.18279633,,0.2726076387834027,0.026694951303551265,,2689498.509371621,421610.0064295819,,
27,2022-08-14,0.050481103884226525,0.914966869612679,0.9962001637684865,21863693.92130648,,0.9833885456796598,0.04519845231976828,,5107404.500105662,517252.9390130597,,
28,2022-08-21,0.020737791962089556,0.37560436595914454,1.0032548214146784,13945821.515739975,,0.3633962096225631,0.01545266894875611,,2103614.1785191437,172603.13747794757,,
29,2022-08-28,0.010042256903454257,0.579956990552232,1.0060820791588059,16461839.044382427,3.2146295394258826,0.1859111630358179,0.007576778599709208,,1408222.02307816,88456.193468193,,
30,2022-09-04,0.005680161815503857,1.388955570491715,1.0026600858019101,11678652.512179486,2.37820355997944,0.18395930580173442,0.008279933116845497,,1085991.8188337618,45521.2403782971,0.9454708510308466,
31,2022-09-11,0.005503689714017832,2.9757219779966233,0.9918049091549939,18153000.622304596,16.132062515522946,0.185742930412198,0.020577088939102706,,3887036.461703101,49178.448926769284,1.5109283903631359,
32,2022-09-18,0.003008278187640254,6.618367873470372,0.986044019491948,25225874.19437423,54.11214962975429,0.9680096071618476,0.012670909184283673,,5187937.755487634,40899.64359853333,1.277573947313316,
33,2022-09-25,0.0024480345270322217,8.985855793861061,0.9996233257766125,28212955.458469883,67.57470373629768,0.8820249836661721,0.007271960523121392,0.6676219646000935,1574669.5791900777,19274.65042922211,0.21628727835067818,
34,2022-10-02,0.004987911612223644,8.223637512846501,1.0111679240655318,53244822.12086618,20.335831116057523,0.5704249405123761,0.007764746703242242,0.7113688081252061,1534098.8803086749,22306.824933575917,0.18487113557874013,
35,2022-10-09,0.029356927838527162,6.632345275208364,1.0049978833167035,42661773.89561711,1.285815392422941,0.35966530908404437,0.008308511859921723,0.8344938505058633,1620531.3501479365,23516.186532614614,0.11915501412353295,
36,2022-10-16,0.030381275286563838,3.67520130238116,1.0029834089053904,40907342.18101299,0.9216728254402073,1.581935057487306,0.005811166492825109,0.6893364061604375,838515.5140324706,11016.382206487127,0.04601407566152912,
37,2022-10-23,0.15321025716165707,7.430713654019496,0.9926343510853867,78452494.44943386,0.1792960486148576,1.0197301226175781,0.005458512966572536,0.7010168365373722,762628.2160350683,12167.010854985483,0.036077831235622575,
38,2022-10-30,0.6628772415993294,26.90306666668315,0.9797014483390813,71117703.44990167,0.17488874440712654,0.5947882266445825,0.009359011432235597,0.9821347565595822,1357309.6887939468,45801.14831972107,0.36679691850893736,
39,2022-11-06,0.9124967153484376,23.502956067433338,0.975935175351407,58929601.02037661,3.3181341959612562,0.6073658964553347,0.019700661279005206,1.1437170782444757,780788.5879940853,396091.9900551812,0.7919653429484819,
40,2022-11-13,0.47854497534122264,4.944387878629932,0.9079160868591992,50402576.77422834,42.48926969632138,0.3008543886014025,0.013959132648199422,0.45715035224175155,127651.89997482752,138631.3575304166,0.4502392623067495,
41,2022-11-20,1.1242458315377999,7.68814962751172,0.9204622602769164,37656658.04060204,781.5806664886306,0.13045495251331657,0.026034711342003053,0.25290107434898124,91495.37275220861,26913.60327171947,0.1912766365254763,
42,2022-11-27,0.9178412292662168,20.61342685012995,0.9484018831039992,42837798.609941944,4119.177522784935,0.19076234656968918,0.015621089016182902,0.23638195631987013,94942.85567081328,16740.533696885363,0.16391293172699414,
43,2022-12-04,1.7351339925195672,12.997488297394604,0.9327421347439574,60268515.93171855,6351.0248041013765,0.17207374905656247,0.020551806410324742,0.27113815588071405,255352.88174830275,29430.189932338137,0.3033321854630733,
44,2022-12-11,1.7938732426740858,5.992971380983289,0.8598311661830432,43959895.11280003,3159.4424589516134,0.34451734334704076,0.056732615601450855,0.31319873912289325,393806.55631433724,41948.06706784703,0.51661426045666,
45,2022-12-18,1.1644156591127401,5.648968848737616,0.8641325140921298,43979951.788683884,840.5699697414323,0.657175194547312,0.03829029108529005,0.32534910659486665,367615.0822434818,28125.14707561644,0.4669669324529077,
46,2022-12-25,0.7938228341011493,5.0775491233785495,0.8884642769940814,46414053.59151497,337.12626578417144,0.3926508223009465,0.024958055336079425,0.2668532441703322,316561.80138882116,11687.443176631108,0.23306329442252333,
47,2023-01-01,0.4888740099693691,8.56209577025016,0.8898982891550028,38137363.448075674,188.55124001086514,0.44163126278623815,0.05127915096694748,0.2585070941802473,340942.018342154,8896.27324228079,0.20429763193314956,
48,2023-01-08,0.38839094833492516,57.92158820288317,0.8672014060148218,45123379.63981599,151.2031439078835,0.44892643457072595,0.04303394595213142,0.27273973640754456,717106.5775353585,9104.743937652729,0.3810532585861432,
49,2023-01-15,0.41483017746029904,665.9738224404022,0.8643640764705758,48193717.12304754,281.0091866189711,55.971892419187384,0.10408668722156184,0.5238503142321782,2910806.49162192,23929.047643482165,3.5139699465363736,
50,2023-01-22,1.1658041323327608,699310.3800334322,0.8357637834124778,73523225.7081252,925.6895957375158,8039.100381866074,0.2428503673121646,1.519557741223195,13737758.139804384,129260.24377984065,28.089797602045227,
51,2023-01-29,11.341134827599827,17760910.005688936,0.9251590595503002,87662172.38788897,743.295724742109,4114.923039471995,0.45427749282152113,2.3982962184078898,32987454.693944555,1639993.0233689798,89.0783034977111,
52,2023-02-05,41.931065473726285,1044213518.6883388,0.9660874625719298,134722326.55979955,466.5677174437208,12825.220852845949,0.6144913359000356,2.740322735019175,48058159.89451285,72311578.15946792,282.2013217877891,
53,2023-02-12,85.61529050524014,1145256654.32922,0.9450965297188527,441926982.0730964,1687.548472996246,2938513.114767769,0.36686406458749427,2.0662981444802093,87466242.87588735,161190080.37223,374.28309555348244,
54,2023-02-19,210.85291794975254,15453831052.260386,0.9659295551635058,11166584420.015839,1877.5732967705017,1722535.006901375,0.3520922015466577,2.176459698912897,153885236.46376747,212415792.5061611,260.18727840348987,
55,2023-02-26,398.8842179748421,23786761282.652046,0.9788692593457329,8844879373.134853,3392.6770649585337,1385267.304861481,0.43380268680628137,3.304557260299969,199955240.0470268,112422575.4830518,397.5252678839278,
56,2023-03-05,169.56872153090643,1447495277.513376,0.983423032376007,13139400251.574825,74569.17582913788,4139887.211207724,0.19100597629276148,2.55117668777137,111416063.76138827,57859498.67453525,383.4900056698541,
57,2023-03-12,80.10522289290019,1922089334.3876753,0.961377643999225,4931880624.476471,93367.57721619609,775232.8231382003,0.057806657160219106,1.4481103764561833,28107647.215573948,8574083.827692408,103.94346341818843,
58,2023-03-19,200.40369083090093,3101762565.268552,0.9809867349018224,6151828440.611245,177472.65344526913,3318741.219051486,0.09545729735569841,4.679755670040336,60425978.06489773,36748880.25569335,259.44421911034146,
59,2023-03-26,196.94225761428828,257443763.059505,0.9984803512989309,7300476875.203582,837554.0587636365,4239780.3012452,0.09946314216186486,9.578983797929656,50144556.19447093,31500009.64769604,206.68197314761605,
60,2023-04-02,130.18894004643846,110920772.13792993,0.9371031569152337,9022356438.855093,21197146.50752256,1820120.5860232373,0.10762338876880853,9.733768143731092,90018955.34216121,22312668.304978162,98.98539027659366,
61,2023-04-09,101.1820151049445,30867026.168026123,0.9332299980270506,11793023446.963696,106906488.34111632,1292454.589501179,0.31347864002288717,9.875261203815706,115839323.7046023,28004335.52300468,100.59157004285248,
62,2023-04-16,106.08357905920444,32621177.005678345,0.9414425974001616,19601838215.680695,126205572.52679472,1543581.0995442912,1.101507770879719,15.42583723978567,143786186.67979568,98968292.37682113,177.8505856296977,1.1203009022791923
63,2023-04-23,94.18707598733648,30059953.59046045,0.918226964975832,7712726730.548567,18051592.19786561,1006427.0179638203,1.4508198362770688,12.095213945812153,273694770.35897815,341657070.53499186,221.3338789776587,3.8849051230718086
64,2023-04-30,33.668941124178325,17066196.822812237,0.932276097576272,8685520807.379892,34663492.21381777,447657.0393447454,0.880412409224054,11.093112261108057,145487634.16921026,806531708.1717516,87.17921118926186,6.756582580418339
65,2023-05-07,18.8548049930798,35282987.34874484,0.9920539694218047,9602532773.831984,24009961.096310534,205196.193290014,0.5122220987154432,12.098132091782288,202559803.16613668,1121174079.4234757,57.25726122405293,7.453709069631922
66,2023-05-14,7.298407735061958,45586386.34594645,0.9983572471130133,22033599331.527313,6251051.717589672,46454.32554781051,0.5204069797748753,8.479693884339916,163049881.68384317,317402133.2054932,14.805350211285631,31.721281641418596
67,2023-05-21,11.820681120757902,1142223427.23341,0.9997200840845145,29951067142.715675,2491736.407865941,76299.7340774014,0.8585913514549065,7.647680036994851,244708320.53789634,834445362.4521627,14.145846310076749,22.511565086157592
68,2023-05-28,7.05505479436301,2079361403.0264478,1.0005648401499863,26499759880.048576,732672.6834622616,104773.24862505971,1.4276816533194423,7.065097486659671,164486296.82352638,3703432446.4843564,10.652579172888647,29.35995121903178
69,2023-06-04,7.712422879789669,414176931.239054,1.000816733223287,27241300999.421547,796448.9921206298,168249.96595186362,1.6000086177116921,8.404724100766266,205805497.66576868,3347205493.778206,5.3026818392649275,69.33016018640052
70,2023-06-11,2.907262133002809,228844916.20724452,0.9946224521403944,34005510714.712597,490862.51519517385,48950.46096234179,1.1117936476733234,6.510124166829169,158520959.7017636,1419337337.6144683,3.028826682034025,259.9909015042603
71,2023-06-18,1.3161477387201979,120632861.96180008,0.9946517858614113,31043553930.136513,1786195.428527407,10883.283971454712,0.8103264656746608,5.594623900077399,59140541.96358417,436563463.7642061,0.7811808873754159,182.0099752004145
72,2023-06-25,1.7681221504286986,84861373.96575819,0.997258226852379,35739651473.59837,10574533.603717512,26705.94532771536,4.894228324677485,12.003779840272198,54475739.05623398,808918733.9857057,2.072669380685822,171.28951459817537
73,2023-07-02,1.8627281229063284,324248142.2549826,0.9927763705616378,39556465777.29394,18529224.376100164,29414.868455938813,3.538498610806304,17.334332758511973,32799874.83655554,605030804.3293736,2.1449747175229676,102.50370443432776
74,2023-07-09,2.5619377962075967,14054835357.709074,0.9993961505319131,34794427732.51015,9879680.88606983,36104.81554592533,4.194219157150268,17.68381472101966,31840861.359577168,568772091.0065784,1.8147568901460567,52.546883582498225
75,2023-07-16,4.738258995567678,357071207056.33997,1.0017261227379177,30872407407.488018,20609588.21120777,35197.10249363512,4.569385703807235,17.755527149017464,25513881.231834747,546240703.8626833,2.228801936234485,24.62277549182931
76,2023-07-23,3.5490655951049486,6331326792095.075,0.9985370174993718,27522177425.01658,143657999.79634792,30799.21177701495,4.861870605056676,15.431526168849098,11697817.222532172,378014166.127837,6.378801289927632,25.4128626184619
77,2023-07-30,3.2535743599139817,998943711295.989,0.998326578683852,24225725106.25653,236075376.03442505,20442.396142491503,4.566647086228757,13.63560982174402,6428545.609047768,257709254.84670633,6.277590697176218,16.363906323952552
78,2023-08-06,3.9160114500457444,1812006351732.0854,0.994863849802314,24339256215.50265,644504902.3451287,15349.385132618738,5.7392063331396,13.101273994667705,4884741.354847894,213639036.18121904,12.335333972632053,8.748838376207168
79,2023-08-13,6.7385114476422086,110084949061672.95,0.990388060510969,24977783327.701015,1145917379.6706305,12643.552323782333,6.004570455263211,13.67108691310088,3325412.241517471,145674242.27209055,11.140299688190106,7.137679840217732
80,2023-08-20,2.9420642536528354,131755616253149.25,0.9740404745740167,18628844852.98113,416165552.59381026,7655.495940810224,5.767598614132711,9.325511991609927,2485269.140034287,92410395.47319357,5.051113969476181,1.041322423747632
81,2023-08-27,1.3093635122573093,76735119697296.22,0.985225718335404,14349331362.50152,421137772.981066,4378.097115104646,5.576971922949802,6.004862618241464,1622474.5939633152,51757802.81713797,6.692522388521271,0.8931318056708846
